"device_id","app_name","minutes"
483,"Snapchat (Mobile App)",385.96
1216,"Facebook (Mobile App)",2531.66
1271,"GroupMe (Mobile App)",0.70
963,"Snapchat (Mobile App)",5.47
368,"Amazon Mobile (Mobile App)",10.06
248,"Facebook (Mobile App)",2817.95
1277,"Google Search (Mobile App)",0.96
436,"Amazon Mobile (Mobile App)",6.77
1769,"YouTube (Mobile App)",0.40
1926,"Amazon Mobile (Mobile App)",20.00
1101,"Facebook Messenger (Mobile App)",
106,"Facebook (Mobile App)",1318.93
225,"Amazon Music with Prime Music (Mobile App)",324.11
1364,"Facebook (Mobile App)",840.05
2599,"Pinterest (Mobile App)",5.04
637,"Google Search (Mobile App)",23.06
43,"Google Search (Mobile App)",86.86
913,"Pinterest (Mobile App)",0.45
1146,"Facebook Messenger (Mobile App)",773.42
1080,"Walmart (Mobile App)",34.66
839,"Walmart (Mobile App)",11.74
333,"Google Search (Mobile App)",517.45
1017,"Amazon Music with Prime Music (Mobile App)",26.93
1556,"Instagram (Mobile App)",503.13
975,"Instagram (Mobile App)",935.71
1929,"Instagram (Mobile App)",85.84
755,"Yahoo Mail (Mobile App)",0.90
1126,"Outlook (Mobile App)",2.12
1783,"Facebook Messenger (Mobile App)",32.92
1132,"Facebook (Mobile App)",16.95
1206,"Snapchat (Mobile App)",205.07
1296,"Snapchat (Mobile App)",0.72
2385,"Facebook Messenger (Mobile App)",332.54
316,"Facebook (Mobile App)",1750.36
2736,"Google Search (Mobile App)",45.51
1084,"Facebook (Mobile App)",697.31
2026,"Facebook Messenger (Mobile App)",320.31
220,"YouTube (Mobile App)",337.94
1431,"YouTube (Mobile App)",45.96
1651,"Pinterest (Mobile App)",32.78
601,"YouTube (Mobile App)",27.77
2771,"YouTube (Mobile App)",2372.02
1931,"Pinterest (Mobile App)",593.37
210,"Pinterest (Mobile App)",1059.07
670,"YouTube (Mobile App)",0.16
620,"Pinterest (Mobile App)",9.33
949,"Snapchat (Mobile App)",16.70
1060,"Google Search (Mobile App)",29.54
2324,"Facebook (Mobile App)",1339.67
2540,"Facebook (Mobile App)",2629.09
1571,"Outlook (Mobile App)",73.32
590,"Google Search (Mobile App)",221.46
1937,"YouTube (Mobile App)",12.89
1358,"Snapchat (Mobile App)",62.74
2234,"Snapchat (Mobile App)",0.75
2162,"Facebook Messenger (Mobile App)",212.02
1365,"Walmart (Mobile App)",11.52
2569,"YouTube (Mobile App)",690.10
1924,"Snapchat (Mobile App)",50.02
2603,"Yahoo Mail (Mobile App)",47.47
1895,"Google Play (Mobile App)",4.07
182,"Microsoft Word (Mobile App)",72.08
247,"Kindle (Mobile App)",7.77
2131,"Facebook Messenger (Mobile App)",436.53
728,"Facebook (Mobile App)",2626.81
93,"Google Play (Mobile App)",5.02
2325,"Amazon Mobile (Mobile App)",0.08
1655,"YouTube (Mobile App)",11.33
564,"Walmart (Mobile App)",0.15
32,"Facebook Messenger (Mobile App)",731.45
2066,"YouTube (Mobile App)",722.43
2127,"Google Search (Mobile App)",94.14
1728,"Amazon Mobile (Mobile App)",17.11
845,"Amazon Mobile (Mobile App)",38.60
1831,"Facebook (Mobile App)",3246.75
1426,"Amazon Music with Prime Music (Mobile App)",0.76
2067,"Google Search (Mobile App)",
1080,"Amazon Mobile (Mobile App)",81.98
699,"Instagram (Mobile App)",2.88
2578,"Facebook Messenger (Mobile App)",46.01
376,"Kindle (Mobile App)",11.57
850,"YouTube (Mobile App)",340.99
2333,"Walmart (Mobile App)",5.37
1889,"YouTube (Mobile App)",2131.08
2605,"Amazon Mobile (Mobile App)",108.73
637,"Google Play (Mobile App)",56.25
2232,"Google Search (Mobile App)",69.45
2533,"Facebook Messenger (Mobile App)",3293.90
1734,"Snapchat (Mobile App)",77.73
135,"Facebook Messenger (Mobile App)",241.26
211,"YouTube (Mobile App)",82.54
1460,"Snapchat (Mobile App)",850.96
1327,"YouTube (Mobile App)",6.22
2009,"Walmart (Mobile App)",10.05
766,"Yahoo Mail (Mobile App)",0.16
2555,"Snapchat (Mobile App)",9.74
1645,"Amazon Mobile (Mobile App)",0.93
330,"YouTube (Mobile App)",25.51
2109,"YouTube (Mobile App)",3.75
650,"Outlook (Mobile App)",95.74
1344,"Netflix (Mobile App)",1.01
1041,"Walmart (Mobile App)",5.47
624,"Facebook (Mobile App)",2375.07
1411,"Facebook Messenger (Mobile App)",2965.60
960,"Google Search (Mobile App)",89.81
1222,"Microsoft Word (Mobile App)",9.04
2367,"YouTube (Mobile App)",0.40
612,"YouTube (Mobile App)",296.72
1818,"Facebook Messenger (Mobile App)",522.53
503,"Facebook (Mobile App)",596.57
619,"Facebook (Mobile App)",11.72
1978,"Facebook (Mobile App)",45.12
1921,"Facebook (Mobile App)",1112.94
2146,"Instagram (Mobile App)",220.52
2035,"Facebook (Mobile App)",24.58
1558,"YouTube (Mobile App)",0.10
1553,"Snapchat (Mobile App)",24.66
541,"Facebook Messenger (Mobile App)",5.90
1874,"Amazon Mobile (Mobile App)",0.13
394,"Google Search (Mobile App)",14.36
2636,"Facebook Messenger (Mobile App)",156.96
1339,"Google Search (Mobile App)",16.49
1692,"Facebook Messenger (Mobile App)",214.20
1361,"Walmart (Mobile App)",4.31
1339,"Facebook Messenger (Mobile App)",
197,"YouTube (Mobile App)",36.00
780,"Google Search (Mobile App)",47.25
1412,"Amazon Music with Prime Music (Mobile App)",18.21
2756,"Google Play (Mobile App)",25.63
1215,"Netflix (Mobile App)",5.01
1981,"Google Play (Mobile App)",21.99
645,"YouTube (Mobile App)",112.27
1191,"Google Search (Mobile App)",114.12
2057,"Microsoft Word (Mobile App)",3.83
1652,"Google Search (Mobile App)",91.62
1640,"Google Play (Mobile App)",27.98
555,"Google Search (Mobile App)",32.62
1740,"Pinterest (Mobile App)",34.84
1010,"Instagram (Mobile App)",3.47
2294,"Yahoo Newsroom (Mobile App)",27.09
112,"Facebook Messenger (Mobile App)",27.89
1574,"Instagram (Mobile App)",45.04
556,"Instagram (Mobile App)",0.21
307,"Facebook (Mobile App)",1852.59
2413,"Facebook Messenger (Mobile App)",277.09
2302,"Instagram (Mobile App)",13.92
1578,"Netflix (Mobile App)",1.15
737,"Google Search (Mobile App)",0.28
1110,"Instagram (Mobile App)",0.42
2528,"YouTube (Mobile App)",7.61
1389,"Google Play (Mobile App)",4.10
929,"YouTube (Mobile App)",52.30
934,"Tumblr (Mobile App)",106.19
881,"Facebook (Mobile App)",810.14
2610,"Google Search (Mobile App)",3.17
1571,"Amazon Mobile (Mobile App)",
1328,"Facebook Messenger (Mobile App)",1962.45
1793,"Snapchat (Mobile App)",0.28
2722,"Facebook (Mobile App)",176.33
2458,"Amazon Mobile (Mobile App)",4.10
37,"YouTube (Mobile App)",8.32
1196,"Facebook Messenger (Mobile App)",5064.83
925,"Google Play (Mobile App)",34.39
1066,"Google Search (Mobile App)",31.33
169,"Instagram (Mobile App)",194.91
1549,"Facebook Messenger (Mobile App)",432.64
1372,"Yahoo Mail (Mobile App)",1.08
593,"Google Play (Mobile App)",82.99
2660,"YouTube (Mobile App)",32.56
15,"Instagram (Mobile App)",11.28
863,"Google Play (Mobile App)",2.46
1299,"Amazon Music with Prime Music (Mobile App)",15.88
86,"Yahoo Mail (Mobile App)",18.29
2240,"Kindle (Mobile App)",306.17
573,"Yahoo Mail (Mobile App)",0.02
2635,"Snapchat (Mobile App)",64.51
2017,"Outlook (Mobile App)",9.99
14,"Facebook Messenger (Mobile App)",1167.72
109,"Facebook (Mobile App)",1091.42
246,"Amazon Mobile (Mobile App)",11.18
15,"Facebook (Mobile App)",1687.00
976,"Facebook (Mobile App)",62.50
413,"Instagram (Mobile App)",974.54
791,"Facebook (Mobile App)",386.65
478,"Instagram (Mobile App)",644.80
876,"Facebook Messenger (Mobile App)",56.89
378,"Facebook (Mobile App)",412.74
2406,"Snapchat (Mobile App)",2.87
2239,"Google Search (Mobile App)",0.05
912,"Pinterest (Mobile App)",0.94
2335,"Facebook Messenger (Mobile App)",1674.43
2710,"Facebook Messenger (Mobile App)",615.39
1566,"Google Search (Mobile App)",10.77
1851,"Facebook Messenger (Mobile App)",696.41
1028,"YouTube (Mobile App)",293.77
563,"Snapchat (Mobile App)",30.48
1388,"Snapchat (Mobile App)",18.11
1553,"YouTube (Mobile App)",39.52
1348,"Pinterest (Mobile App)",33.55
2227,"Facebook (Mobile App)",484.03
2255,"Netflix (Mobile App)",20.41
1028,"Amazon Music with Prime Music (Mobile App)",83.65
1344,"YouTube (Mobile App)",4855.99
2590,"Google Play (Mobile App)",49.95
1136,"Facebook (Mobile App)",1954.38
580,"Amazon Mobile (Mobile App)",31.72
1570,"Google Play (Mobile App)",70.21
2610,"Instagram (Mobile App)",487.13
2409,"Facebook Messenger (Mobile App)",2995.62
998,"Snapchat (Mobile App)",131.91
799,"Facebook Messenger (Mobile App)",349.23
825,"Google Play (Mobile App)",3.70
2047,"YouTube (Mobile App)",49.44
1153,"Outlook (Mobile App)",50.59
1764,"Snapchat (Mobile App)",255.67
2305,"YouTube (Mobile App)",8.57
370,"YouTube (Mobile App)",1.11
707,"Amazon Mobile (Mobile App)",3.44
125,"YouTube (Mobile App)",
2750,"YouTube (Mobile App)",2.78
246,"Facebook Messenger (Mobile App)",1425.12
2691,"Instagram (Mobile App)",536.31
1197,"Amazon Mobile (Mobile App)",46.38
2752,"Google Play (Mobile App)",0.12
755,"Instagram (Mobile App)",37.15
1171,"Facebook Messenger (Mobile App)",4.39
660,"Google Search (Mobile App)",0.07
2771,"Facebook Messenger (Mobile App)",374.68
527,"Google Search (Mobile App)",
43,"Kindle (Mobile App)",9.79
1873,"Instagram (Mobile App)",94.30
779,"Instagram (Mobile App)",106.96
962,"Facebook Messenger (Mobile App)",745.06
497,"Tumblr (Mobile App)",
1518,"Snapchat (Mobile App)",135.05
2068,"Google Play (Mobile App)",13.87
1798,"Kindle (Mobile App)",2.20
1759,"Instagram (Mobile App)",1920.96
2664,"Yahoo Mail (Mobile App)",568.31
2608,"Instagram (Mobile App)",94.44
802,"Google Play (Mobile App)",55.77
1678,"Instagram (Mobile App)",29.69
2705,"Google Search (Mobile App)",462.06
2483,"Google Play (Mobile App)",24.28
219,"Walmart (Mobile App)",72.02
2742,"Facebook (Mobile App)",2673.28
1961,"Google Play (Mobile App)",8.88
1404,"Google Search (Mobile App)",190.51
945,"Snapchat (Mobile App)",425.09
1091,"Google Search (Mobile App)",1.68
1698,"YouTube (Mobile App)",226.36
2023,"Amazon Mobile (Mobile App)",2.18
1983,"Yahoo Mail (Mobile App)",186.43
1748,"Pinterest (Mobile App)",9.68
2213,"Google Search (Mobile App)",168.51
263,"Snapchat (Mobile App)",216.97
742,"Snapchat (Mobile App)",6.91
1454,"Walmart (Mobile App)",110.00
771,"YouTube (Mobile App)",60.79
2108,"Google Play (Mobile App)",134.12
2252,"Facebook Messenger (Mobile App)",261.68
2302,"Google Play (Mobile App)",36.43
1243,"Google Search (Mobile App)",14.39
867,"YouTube (Mobile App)",482.86
2771,"Instagram (Mobile App)",58.63
164,"Snapchat (Mobile App)",196.96
1830,"Instagram (Mobile App)",399.74
1974,"Google Search (Mobile App)",255.01
2223,"Facebook Messenger (Mobile App)",166.86
1965,"YouTube (Mobile App)",211.04
1710,"GroupMe (Mobile App)",5.81
1687,"Instagram (Mobile App)",106.72
1906,"Google Search (Mobile App)",145.99
681,"Google Search (Mobile App)",169.17
647,"Google Search (Mobile App)",53.83
1831,"Pinterest (Mobile App)",114.29
1550,"Instagram (Mobile App)",1.08
2728,"Netflix (Mobile App)",893.37
903,"YouTube (Mobile App)",3.98
2043,"GroupMe (Mobile App)",158.65
1073,"Google Play (Mobile App)",3.65
1853,"YouTube (Mobile App)",14.08
423,"Instagram (Mobile App)",5.10
1171,"Amazon Music with Prime Music (Mobile App)",0.63
1266,"Amazon Mobile (Mobile App)",207.05
577,"Google Play (Mobile App)",88.78
2569,"Netflix (Mobile App)",41.88
2656,"Microsoft Word (Mobile App)",7.34
2770,"Facebook Messenger (Mobile App)",279.87
1649,"Facebook (Mobile App)",1065.69
1503,"Facebook (Mobile App)",1521.93
802,"Google Search (Mobile App)",17.40
683,"Google Play (Mobile App)",8.32
674,"Google Search (Mobile App)",77.06
260,"Google Search (Mobile App)",3.05
2221,"Netflix (Mobile App)",1.11
140,"Google Search (Mobile App)",192.75
2282,"Instagram (Mobile App)",475.99
2449,"Facebook Messenger (Mobile App)",
773,"Walmart (Mobile App)",33.40
1345,"Google Search (Mobile App)",27.27
2443,"Kindle (Mobile App)",26.14
1873,"Facebook Messenger (Mobile App)",338.16
519,"Google Search (Mobile App)",0.68
2567,"Yahoo Mail (Mobile App)",20.32
1607,"Amazon Mobile (Mobile App)",30.10
404,"Google Play (Mobile App)",27.92
2705,"Instagram (Mobile App)",27.94
2080,"Google Search (Mobile App)",1.58
2256,"Tumblr (Mobile App)",5166.26
1367,"Facebook Messenger (Mobile App)",283.15
508,"Facebook (Mobile App)",1700.09
258,"Facebook (Mobile App)",2800.03
2724,"Facebook (Mobile App)",278.71
807,"Google Search (Mobile App)",1.42
2283,"Facebook (Mobile App)",347.75
2283,"YouTube (Mobile App)",232.42
165,"Google Search (Mobile App)",3178.31
2598,"Instagram (Mobile App)",283.93
2311,"Tumblr (Mobile App)",440.56
998,"Walmart (Mobile App)",2.92
2122,"Facebook Messenger (Mobile App)",1341.85
1193,"Pinterest (Mobile App)",702.54
1102,"Google Play (Mobile App)",42.19
1590,"Microsoft Word (Mobile App)",3.30
1202,"Google Play (Mobile App)",13.36
2669,"Snapchat (Mobile App)",86.76
747,"Kindle (Mobile App)",13.05
749,"YouTube (Mobile App)",16.73
65,"Facebook Messenger (Mobile App)",1681.75
2472,"Walmart (Mobile App)",0.15
1025,"Snapchat (Mobile App)",216.04
2729,"Facebook Messenger (Mobile App)",969.16
1563,"Facebook (Mobile App)",5.00
1184,"Yahoo Mail (Mobile App)",127.41
2365,"Facebook (Mobile App)",1252.12
2347,"Google Play (Mobile App)",2.05
974,"Yahoo Mail (Mobile App)",533.49
2645,"Google Play (Mobile App)",41.46
1775,"Google Search (Mobile App)",0.16
525,"YouTube (Mobile App)",2.28
1205,"Snapchat (Mobile App)",108.55
1822,"Facebook Messenger (Mobile App)",240.68
1453,"Instagram (Mobile App)",39.39
2610,"Facebook (Mobile App)",3207.92
1742,"Amazon Mobile (Mobile App)",16.38
1587,"Facebook Messenger (Mobile App)",189.50
1603,"Facebook (Mobile App)",3000.33
893,"Facebook (Mobile App)",916.46
710,"YouTube (Mobile App)",171.33
1955,"Google Play (Mobile App)",1.06
702,"Snapchat (Mobile App)",25.80
2588,"Google Search (Mobile App)",0.51
77,"Facebook (Mobile App)",71.47
951,"YouTube (Mobile App)",19.27
229,"Facebook Messenger (Mobile App)",405.27
1565,"Tumblr (Mobile App)",426.43
1146,"Google Search (Mobile App)",410.02
1347,"Netflix (Mobile App)",18.99
1123,"Google Search (Mobile App)",10.58
2633,"Netflix (Mobile App)",2.29
1483,"Yahoo Mail (Mobile App)",0.13
1813,"Google Search (Mobile App)",126.90
2471,"Sam's Club Scan & Go (Mobile App)",0.08
2509,"Facebook Messenger (Mobile App)",1048.37
181,"Google Search (Mobile App)",49.22
1507,"Google Search (Mobile App)",180.11
987,"Google Search (Mobile App)",33.15
2588,"Netflix (Mobile App)",87.27
251,"YouTube (Mobile App)",104.05
2425,"Kindle (Mobile App)",0.22
314,"YouTube (Mobile App)",6.13
24,"Facebook (Mobile App)",297.46
446,"Facebook Messenger (Mobile App)",126.61
1084,"Google Search (Mobile App)",1.90
292,"Google Search (Mobile App)",0.13
1347,"Amazon Mobile (Mobile App)",40.29
1384,"Google Search (Mobile App)",44.56
836,"YouTube (Mobile App)",121.53
2514,"Facebook Messenger (Mobile App)",1655.26
982,"Facebook (Mobile App)",54.26
2015,"Facebook Messenger (Mobile App)",802.30
663,"Snapchat (Mobile App)",0.53
967,"Google Search (Mobile App)",196.69
1354,"Google Search (Mobile App)",1.43
2088,"Instagram (Mobile App)",236.03
1820,"Facebook (Mobile App)",1172.77
586,"Google Search (Mobile App)",240.00
393,"Facebook (Mobile App)",2270.10
1845,"Google Search (Mobile App)",34.99
2704,"Google Play (Mobile App)",7.25
2547,"Google Search (Mobile App)",407.52
1144,"Facebook (Mobile App)",440.27
627,"Yahoo Mail (Mobile App)",107.84
177,"Google Search (Mobile App)",5.42
151,"Facebook (Mobile App)",716.78
482,"Google Search (Mobile App)",38.34
593,"Facebook Messenger (Mobile App)",868.83
652,"YouTube (Mobile App)",127.20
639,"Google Search (Mobile App)",13.93
2563,"Facebook (Mobile App)",106.94
1660,"Facebook Messenger (Mobile App)",745.90
1250,"Instagram (Mobile App)",310.22
1989,"Microsoft Word (Mobile App)",0.49
2038,"Facebook Messenger (Mobile App)",800.21
1449,"Yahoo Mail (Mobile App)",95.09
1234,"Facebook (Mobile App)",171.21
1602,"Facebook Messenger (Mobile App)",816.70
2166,"YouTube (Mobile App)",6.72
2574,"YouTube (Mobile App)",190.67
862,"Snapchat (Mobile App)",174.72
1141,"Yahoo Mail (Mobile App)",0.05
77,"Facebook Messenger (Mobile App)",411.55
1339,"YouTube (Mobile App)",67.87
1581,"Facebook (Mobile App)",3.24
791,"Facebook Messenger (Mobile App)",638.57
689,"Kindle (Mobile App)",31.62
86,"Google Play (Mobile App)",8.32
1367,"Pinterest (Mobile App)",
706,"Google Search (Mobile App)",16.53
2073,"Snapchat (Mobile App)",334.61
1737,"Facebook Messenger (Mobile App)",517.26
604,"Walmart (Mobile App)",2.95
2595,"Amazon Mobile (Mobile App)",0.43
946,"Instagram (Mobile App)",25.18
317,"Amazon Mobile (Mobile App)",51.33
544,"YouTube (Mobile App)",43.29
809,"Pinterest (Mobile App)",15.47
6,"Instagram (Mobile App)",18.76
923,"Tumblr (Mobile App)",281.64
310,"Amazon Mobile (Mobile App)",36.21
1040,"Facebook Messenger (Mobile App)",36.23
751,"Instagram (Mobile App)",9.87
1827,"Google Play (Mobile App)",13.70
1486,"Google Search (Mobile App)",193.42
2161,"Snapchat (Mobile App)",188.74
15,"Google Search (Mobile App)",197.48
2202,"Google Play (Mobile App)",86.06
1223,"Instagram (Mobile App)",34.77
1056,"Facebook Messenger (Mobile App)",1132.84
2592,"YouTube (Mobile App)",0.25
637,"Amazon Mobile (Mobile App)",3.83
953,"Google Search (Mobile App)",499.39
1438,"Snapchat (Mobile App)",607.12
278,"Amazon Mobile (Mobile App)",19.78
1167,"Google Play (Mobile App)",22.27
1268,"Google Play (Mobile App)",81.89
858,"Outlook (Mobile App)",22.77
2715,"Google Search (Mobile App)",120.12
2390,"Google Play (Mobile App)",10.42
2203,"Yahoo Mail (Mobile App)",84.93
1686,"Facebook Messenger (Mobile App)",309.03
927,"YouTube (Mobile App)",141.57
632,"YouTube (Mobile App)",19.00
1612,"Facebook Messenger (Mobile App)",1051.82
1140,"Google Play (Mobile App)",21.48
127,"Facebook (Mobile App)",9.12
1349,"Google Search (Mobile App)",58.30
966,"Facebook Messenger (Mobile App)",25.09
1393,"YouTube (Mobile App)",10.08
1739,"Facebook Messenger (Mobile App)",359.47
258,"Facebook Messenger (Mobile App)",1338.66
2172,"Google Search (Mobile App)",0.19
419,"Google Play (Mobile App)",44.34
1257,"Google Play (Mobile App)",8.16
1226,"Google Play (Mobile App)",
34,"Pinterest (Mobile App)",135.90
1394,"Google Search (Mobile App)",14.07
747,"Facebook (Mobile App)",134.60
45,"Facebook (Mobile App)",226.08
2708,"Facebook Messenger (Mobile App)",57.26
2530,"Google Play (Mobile App)",0.98
1926,"Instagram (Mobile App)",64.39
1145,"Pinterest (Mobile App)",105.52
1124,"Facebook (Mobile App)",1021.82
1477,"Snapchat (Mobile App)",11.34
2147,"Facebook Messenger (Mobile App)",1229.39
625,"Netflix (Mobile App)",598.61
804,"YouTube (Mobile App)",59.13
2668,"Google Play (Mobile App)",7.98
2764,"Facebook (Mobile App)",2494.54
397,"Facebook (Mobile App)",1453.84
692,"YouTube (Mobile App)",31.22
2467,"Snapchat (Mobile App)",81.13
1061,"Google Search (Mobile App)",51.45
2292,"Walmart (Mobile App)",4.06
360,"Yahoo Mail (Mobile App)",156.62
1196,"Google Search (Mobile App)",220.61
1127,"YouTube (Mobile App)",31.49
216,"Facebook Messenger (Mobile App)",126.46
1166,"Google Play (Mobile App)",10.55
1470,"Google Search (Mobile App)",216.83
2605,"Walmart (Mobile App)",50.14
883,"Facebook (Mobile App)",3271.20
2067,"Facebook (Mobile App)",2197.94
2463,"Google Search (Mobile App)",
415,"Pinterest (Mobile App)",409.37
454,"Walmart (Mobile App)",11.84
173,"Google Search (Mobile App)",2.78
823,"Facebook Messenger (Mobile App)",37.16
2668,"Microsoft Word (Mobile App)",0.67
1898,"YouTube (Mobile App)",0.27
1013,"Facebook (Mobile App)",575.51
2750,"Instagram (Mobile App)",131.59
859,"Snapchat (Mobile App)",8.21
2709,"Google Search (Mobile App)",259.68
2383,"Snapchat (Mobile App)",187.61
1367,"Microsoft Word (Mobile App)",3.13
1732,"Amazon Music with Prime Music (Mobile App)",0.66
190,"Snapchat (Mobile App)",371.94
1142,"Google Play (Mobile App)",6.54
196,"Walmart (Mobile App)",3.71
1457,"Facebook (Mobile App)",2583.15
1668,"Facebook (Mobile App)",168.58
1929,"Facebook Messenger (Mobile App)",0.10
2012,"Instagram (Mobile App)",93.37
207,"Facebook Messenger (Mobile App)",15.34
113,"Tumblr (Mobile App)",0.08
1977,"Amazon Mobile (Mobile App)",6.77
602,"Facebook (Mobile App)",2625.85
2508,"Google Play (Mobile App)",23.76
785,"YouTube (Mobile App)",
529,"Google Play (Mobile App)",27.15
1421,"Instagram (Mobile App)",294.49
2020,"Amazon Mobile (Mobile App)",24.10
234,"Snapchat (Mobile App)",0.52
286,"Netflix (Mobile App)",1344.99
2586,"Google Search (Mobile App)",32.35
234,"Facebook Messenger (Mobile App)",
1162,"Facebook Messenger (Mobile App)",884.12
2007,"Sam's Club (Mobile App)",6.86
1345,"Google Play (Mobile App)",2.20
75,"Amazon Music with Prime Music (Mobile App)",0.12
448,"Facebook Messenger (Mobile App)",1700.52
2742,"Instagram (Mobile App)",121.61
999,"Snapchat (Mobile App)",243.08
663,"Facebook Messenger (Mobile App)",1697.87
2544,"Snapchat (Mobile App)",529.38
182,"Netflix (Mobile App)",10.94
2358,"Netflix (Mobile App)",143.16
794,"Google Search (Mobile App)",6.99
1626,"Facebook Messenger (Mobile App)",1541.11
2378,"Instagram (Mobile App)",22.14
2333,"YouTube (Mobile App)",12.71
2510,"Instagram (Mobile App)",6.24
309,"Facebook (Mobile App)",1478.81
252,"YouTube (Mobile App)",80.56
1580,"Walmart (Mobile App)",20.37
238,"Snapchat (Mobile App)",30.73
2042,"Snapchat (Mobile App)",11.88
1075,"Google Play (Mobile App)",13.65
1171,"YouTube (Mobile App)",69.61
985,"Pinterest (Mobile App)",6.33
597,"Instagram (Mobile App)",0.87
2769,"Snapchat (Mobile App)",1231.77
1376,"YouTube (Mobile App)",29.39
2035,"Google Search (Mobile App)",54.95
1380,"Amazon Mobile (Mobile App)",
371,"Snapchat (Mobile App)",35.44
1303,"YouTube (Mobile App)",295.03
117,"Amazon Mobile (Mobile App)",23.42
2131,"Pinterest (Mobile App)",0.19
2766,"Facebook Messenger (Mobile App)",4.05
383,"Google Play (Mobile App)",15.28
2370,"YouTube (Mobile App)",23.29
2007,"Instagram (Mobile App)",2.62
152,"Google Play (Mobile App)",15.27
1022,"Google Search (Mobile App)",36.94
1534,"Facebook Messenger (Mobile App)",617.14
1377,"Facebook Messenger (Mobile App)",341.03
929,"Google Play (Mobile App)",14.75
15,"YouTube (Mobile App)",11.97
1638,"Instagram (Mobile App)",14.58
223,"Pinterest (Mobile App)",
2755,"Snapchat (Mobile App)",942.32
90,"Yahoo Mail (Mobile App)",83.37
425,"Amazon Music with Prime Music (Mobile App)",1.23
2084,"Netflix (Mobile App)",1573.95
350,"Facebook Messenger (Mobile App)",313.17
2310,"Facebook (Mobile App)",
180,"Google Play (Mobile App)",14.15
2250,"Amazon Music with Prime Music (Mobile App)",0.18
760,"Walmart (Mobile App)",9.65
1294,"Facebook Messenger (Mobile App)",11.46
2460,"Google Search (Mobile App)",426.59
604,"YouTube (Mobile App)",7.89
786,"Amazon Music with Prime Music (Mobile App)",15.55
1345,"Facebook (Mobile App)",1244.22
948,"Snapchat (Mobile App)",226.09
1180,"YouTube (Mobile App)",72.46
890,"Google Search (Mobile App)",55.24
1336,"Facebook Messenger (Mobile App)",25.35
876,"Netflix (Mobile App)",1.11
2076,"Facebook Messenger (Mobile App)",748.91
2355,"Facebook (Mobile App)",754.88
1941,"Walmart (Mobile App)",1.29
1422,"Google Search (Mobile App)",495.79
891,"Facebook Messenger (Mobile App)",
2229,"Google Search (Mobile App)",71.81
2405,"Yahoo Mail (Mobile App)",19.68
131,"Google Play (Mobile App)",2.94
2217,"Netflix (Mobile App)",0.09
1334,"Facebook (Mobile App)",776.02
838,"Google Search (Mobile App)",287.43
1878,"YouTube (Mobile App)",233.92
1619,"Google Search (Mobile App)",88.67
674,"Google Play (Mobile App)",86.05
2458,"Facebook Messenger (Mobile App)",421.28
1316,"Google Play (Mobile App)",51.08
1923,"YouTube (Mobile App)",8.80
1670,"Facebook (Mobile App)",914.19
1658,"Amazon Music with Prime Music (Mobile App)",9.78
1152,"Pinterest (Mobile App)",5.46
2120,"Google Play (Mobile App)",192.91
1788,"Google Play (Mobile App)",60.87
1578,"Facebook (Mobile App)",1428.18
795,"Facebook (Mobile App)",0.31
1106,"Google Play (Mobile App)",39.73
283,"Google Play (Mobile App)",8.63
710,"Google Search (Mobile App)",107.18
1477,"YouTube (Mobile App)",210.28
2251,"Walmart (Mobile App)",1.54
1335,"Tumblr (Mobile App)",114.87
2489,"Facebook (Mobile App)",1648.15
2631,"Facebook Messenger (Mobile App)",3004.53
965,"Google Play (Mobile App)",23.54
2219,"Yahoo Mail (Mobile App)",0.15
2236,"Google Play (Mobile App)",50.38
23,"Instagram (Mobile App)",102.22
1872,"Yahoo Mail (Mobile App)",8.18
317,"Facebook (Mobile App)",460.38
1799,"Yahoo Mail (Mobile App)",130.06
557,"Facebook (Mobile App)",478.45
1958,"Facebook Messenger (Mobile App)",1.78
1964,"Microsoft Word (Mobile App)",3.86
338,"Netflix (Mobile App)",96.11
1971,"Kindle (Mobile App)",52.69
2389,"YouTube (Mobile App)",0.84
11,"Instagram (Mobile App)",8.58
2266,"Google Search (Mobile App)",27.35
1279,"YouTube (Mobile App)",
1845,"Yahoo Mail (Mobile App)",101.95
304,"Snapchat (Mobile App)",69.92
1511,"Google Search (Mobile App)",202.94
1983,"Amazon Mobile (Mobile App)",22.34
450,"Google Search (Mobile App)",0.13
348,"Amazon Mobile (Mobile App)",199.64
2071,"YouTube (Mobile App)",58.55
858,"Google Search (Mobile App)",111.99
1295,"YouTube (Mobile App)",14.00
1285,"YouTube (Mobile App)",82.17
548,"Facebook Messenger (Mobile App)",1349.67
1889,"Google Search (Mobile App)",414.95
1138,"Walmart (Mobile App)",2.90
1946,"Yahoo Mail (Mobile App)",0.76
595,"Facebook (Mobile App)",328.66
75,"Google Search (Mobile App)",72.18
2200,"YouTube (Mobile App)",1.35
2181,"YouTube (Mobile App)",0.54
1475,"Amazon Mobile (Mobile App)",13.48
706,"Pinterest (Mobile App)",0.13
1318,"Facebook Messenger (Mobile App)",304.99
1913,"Tumblr (Mobile App)",163.38
1645,"Google Play (Mobile App)",19.63
2262,"Facebook (Mobile App)",723.94
2330,"Snapchat (Mobile App)",397.33
1149,"Google Play (Mobile App)",14.24
2429,"Google Search (Mobile App)",11.66
731,"Google Search (Mobile App)",7.00
318,"Facebook (Mobile App)",15.05
